"age","job","marital","education","default","balance","housing","loan","day","month","duration","campaign","pdays","previous","y"
46,"management","divorced","tertiary","no",7205.74712643678,"yes","no",18,"nov",249,3,112,2,"no"
29,"entrepreneur","married","secondary","no",204.597701149425,"yes","no",5,"may",231,4,-1,0,"no"
60,"management","married","primary","no",289.655172413793,"yes","yes",13,"apr",123,2,147,3,"no"
33,"housemaid","single","tertiary","no",27198.8505747126,"yes","no",16,"apr",199,2,146,2,"no"
27,"entrepreneur","single","tertiary","no",93.1034482758621,"no","no",5,"feb",197,1,199,3,"no"
50,"self-employed","divorced","tertiary","no",67.816091954023,"yes","no",28,"may",67,2,-1,0,"no"
45,"services","married","secondary","no",1543.67816091954,"no","yes",8,"jul",220,1,-1,0,"no"
58,"retired","married","secondary","no",258.620689655172,"no","no",7,"aug",122,6,-1,0,"no"
59,"retired","married","primary","no",0,"yes","no",26,"may",104,7,-1,0,"no"
58,"retired","divorced","primary","no",2917.24137931034,"yes","no",31,"jul",307,6,-1,0,"no"
64,"retired","married","primary","no",49.4252873563218,"no","no",11,"mar",117,1,91,1,"no"
47,"technician","married","secondary","no",65.5172413793103,"no","no",5,"may",253,1,342,1,"no"
40,"management","married","tertiary","no",-134.48275862069,"yes","no",17,"jul",770,2,-1,0,"no"
36,"technician","divorced","secondary","no",765.51724137931,"yes","yes",3,"apr",190,1,133,1,"no"
28,"management","single","tertiary","no",0,"yes","no",16,"jul",767,5,-1,0,"yes"
38,"technician","single","tertiary","no",28.735632183908,"yes","no",1,"jun",232,2,-1,0,"yes"
53,"entrepreneur","married","primary","no",1188.50574712644,"yes","no",19,"nov",854,2,170,3,"no"
46,"blue-collar","single","secondary","no",372.413793103448,"yes","no",30,"may",293,6,-1,0,"no"
54,"technician","married","secondary","no",0,"no","no",16,"nov",986,1,94,8,"no"
32,"management","married","tertiary","no",0,"no","no",19,"nov",66,1,-1,0,"no"
55,"management","married","primary","no",713.793103448276,"no","yes",2,"feb",114,1,208,1,"no"
55,"retired","divorced","secondary","no",158.620689655172,"no","no",17,"jul",205,1,-1,0,"no"
56,"technician","married","secondary","no",4670.11494252874,"no","yes",28,"jul",31,4,-1,0,"no"
40,"blue-collar","married","secondary","no",12740.2298850575,"no","no",11,"jun",113,1,-1,0,"no"
44,"technician","married","secondary","no",356.32183908046,"yes","no",6,"feb",200,1,253,1,"no"
32,"entrepreneur","married","unknown","no",83.9080459770115,"yes","no",21,"nov",158,1,135,1,"no"
33,"management","married","tertiary","no",2078.16091954023,"yes","no",4,"jun",99,4,-1,0,"no"
41,"unemployed","divorced","secondary","no",1472.41379310345,"no","no",31,"jul",45,3,-1,0,"no"
37,"technician","married","secondary","no",73.5632183908046,"yes","no",12,"may",239,4,278,2,"no"
58,"management","single","tertiary","no",2.29885057471264,"yes","no",11,"may",168,3,-1,0,"no"
52,"blue-collar","married","secondary","no",68.9655172413793,"no","yes",26,"aug",196,2,-1,0,"no"
49,"services","single","secondary","no",152.873563218391,"no","no",11,"jun",319,6,-1,0,"no"
44,"housemaid","married","primary","no",4259.77011494253,"no","no",17,"jun",209,3,-1,0,"no"
28,"admin.","single","unknown","no",200,"no","no",28,"sep",184,1,-1,0,"no"
31,"technician","married","secondary","no",288.505747126437,"no","yes",29,"aug",156,2,-1,0,"no"
37,"self-employed","married","secondary","no",4773.5632183908,"yes","no",31,"jul",35,16,-1,0,"no"
30,"technician","single","tertiary","no",1132.18390804598,"yes","no",19,"feb",88,2,-1,0,"no"
28,"services","single","secondary","no",193.103448275862,"no","no",1,"jun",347,3,140,2,"yes"
46,"services","married","secondary","no",1781.6091954023,"yes","no",16,"apr",126,2,149,8,"no"
47,"management","married","tertiary","no",8859.77011494253,"yes","no",21,"nov",157,5,-1,0,"no"
35,"blue-collar","married","primary","no",-13.7931034482759,"yes","no",12,"may",212,5,-1,0,"no"
80,"management","married","primary","no",7451.72413793103,"no","no",19,"oct",123,1,-1,0,"no"
30,"technician","single","tertiary","no",68.9655172413793,"yes","yes",7,"may",306,5,-1,0,"no"
55,"technician","single","secondary","no",3837.93103448276,"yes","no",2,"jun",63,1,-1,0,"no"
22,"student","single","tertiary","no",1334.48275862069,"no","yes",16,"jun",119,1,-1,0,"no"
33,"blue-collar","single","primary","no",688.505747126437,"yes","no",21,"may",29,1,-1,0,"no"
53,"entrepreneur","married","unknown","no",32.183908045977,"no","no",31,"jul",117,2,-1,0,"no"
49,"management","married","tertiary","no",1643.67816091954,"no","no",18,"nov",231,2,-1,0,"no"
51,"retired","married","secondary","no",40.2298850574713,"no","yes",8,"jul",123,4,-1,0,"no"
41,"self-employed","married","tertiary","no",6896.55172413793,"yes","no",18,"nov",265,1,-1,0,"no"
34,"technician","married","secondary","no",0,"yes","no",15,"jul",144,1,-1,0,"no"
36,"blue-collar","single","secondary","no",390.804597701149,"no","yes",16,"jun",559,3,-1,0,"no"
35,"entrepreneur","married","tertiary","no",0,"no","no",5,"may",74,1,168,4,"no"
29,"services","married","secondary","no",3.44827586206897,"yes","no",10,"jul",183,1,-1,0,"no"
40,"technician","single","tertiary","no",511.494252873563,"yes","no",24,"jul",631,1,-1,0,"no"
32,"management","divorced","tertiary","no",1004.59770114943,"no","no",12,"aug",1282,6,-1,0,"yes"
48,"blue-collar","married","secondary","no",810.344827586207,"no","no",13,"may",108,2,-1,0,"no"
59,"retired","married","unknown","no",1187.35632183908,"no","no",11,"jun",1199,1,-1,0,"yes"
35,"self-employed","divorced","tertiary","no",1556.32183908046,"yes","no",23,"may",736,2,-1,0,"yes"
33,"technician","single","tertiary","no",141.379310344828,"no","no",19,"aug",264,1,-1,0,"no"
55,"retired","married","primary","no",10222.9885057471,"no","no",11,"jun",262,1,-1,0,"no"
41,"blue-collar","married","secondary","no",493.103448275862,"yes","no",13,"may",244,1,-1,0,"no"
42,"housemaid","married","primary","no",16956.3218390805,"no","no",19,"may",107,2,-1,0,"no"
46,"blue-collar","married","primary","no",77.0114942528736,"no","no",24,"jun",9,1,-1,0,"no"
35,"housemaid","divorced","secondary","no",44.8275862068966,"no","no",31,"jul",149,2,-1,0,"no"
28,"technician","single","tertiary","no",117.241379310345,"no","no",28,"jan",321,2,-1,0,"no"
25,"student","single","secondary","no",2057.47126436782,"no","no",17,"apr",224,1,322,3,"no"
56,"management","single","tertiary","no",17598.8505747126,"no","no",29,"apr",157,6,-1,0,"no"
30,"admin.","single","secondary","no",-729.885057471264,"no","no",25,"jul",250,1,-1,0,"no"
45,"blue-collar","married","secondary","no",132.183908045977,"no","no",11,"aug",209,4,-1,0,"no"
40,"management","married","tertiary","no",12397.7011494253,"no","no",20,"jun",111,3,-1,0,"no"
40,"blue-collar","married","secondary","no",572.413793103448,"yes","no",8,"may",55,2,298,4,"no"
39,"blue-collar","married","secondary","no",1201.14942528736,"yes","yes",9,"jul",290,13,-1,0,"no"
48,"entrepreneur","married","tertiary","no",931.034482758621,"no","no",6,"jun",383,1,-1,0,"no"
31,"technician","single","tertiary","no",-186.206896551724,"yes","no",18,"may",380,1,-1,0,"no"
32,"management","married","tertiary","no",63.2183908045977,"no","no",2,"feb",124,3,-1,0,"no"
34,"services","married","secondary","no",673.563218390805,"yes","yes",8,"may",224,2,-1,0,"no"
26,"technician","single","secondary","no",522.988505747126,"no","no",29,"jan",240,1,182,8,"no"
31,"management","married","tertiary","no",1160.91954022989,"yes","no",15,"may",385,3,364,9,"no"
37,"management","single","tertiary","no",585.057471264368,"yes","no",6,"may",133,1,-1,0,"no"
29,"student","single","unknown","no",3366.66666666667,"no","no",11,"aug",91,1,-1,0,"no"
57,"technician","married","secondary","no",3529.88505747126,"yes","yes",7,"may",63,3,-1,0,"no"
47,"management","single","tertiary","no",175.862068965517,"yes","no",18,"nov",192,2,-1,0,"no"
38,"self-employed","single","secondary","no",1317.24137931034,"yes","no",21,"may",91,2,-1,0,"no"
48,"blue-collar","married","primary","no",1255.1724137931,"no","yes",18,"nov",79,1,172,8,"no"
50,"management","married","tertiary","no",3980.45977011494,"no","yes",28,"oct",96,1,-1,0,"yes"
33,"admin.","married","secondary","no",1331.03448275862,"yes","no",20,"apr",25,2,-1,0,"no"
28,"admin.","single","secondary","no",29.8850574712644,"yes","no",7,"may",227,2,-1,0,"no"
30,"services","single","secondary","no",650.574712643678,"no","no",5,"feb",110,1,-1,0,"no"
52,"technician","divorced","secondary","no",234.48275862069,"no","no",7,"aug",134,2,-1,0,"no"
36,"technician","married","secondary","no",551.724137931035,"no","no",20,"oct",213,1,-1,0,"yes"
36,"technician","single","secondary","no",2132.18390804598,"yes","no",4,"feb",75,1,273,1,"no"
46,"services","married","secondary","no",1188.50574712644,"no","no",8,"aug",109,2,-1,0,"no"
57,"management","married","tertiary","no",3735.63218390805,"no","no",20,"aug",162,3,-1,0,"no"
28,"management","single","secondary","no",1877.01149425287,"no","no",5,"jun",275,1,-1,0,"yes"
46,"services","married","secondary","no",0,"yes","no",22,"jun",154,1,124,1,"no"
55,"retired","married","primary","no",3832.18390804598,"no","no",14,"aug",632,4,-1,0,"yes"
33,"management","married","tertiary","no",4620.68965517241,"yes","yes",15,"apr",251,1,-1,0,"no"
53,"management","married","secondary","no",75.8620689655172,"no","yes",8,"jul",141,1,-1,0,"no"
41,"technician","single","secondary","no",-47.1264367816092,"yes","yes",3,"apr",154,1,-1,0,"no"
60,"blue-collar","married","secondary","no",370.114942528736,"yes","no",7,"may",63,1,-1,0,"no"
35,"entrepreneur","married","primary","no",3037.93103448276,"no","yes",8,"jul",259,1,-1,0,"no"
43,"blue-collar","divorced","primary","no",56.3218390804598,"yes","no",9,"may",100,1,-1,0,"no"
57,"admin.","divorced","primary","no",1.14942528735632,"no","no",15,"may",17,10,-1,0,"no"
46,"admin.","married","secondary","no",3560.91954022989,"yes","no",21,"nov",192,9,-1,0,"no"
31,"blue-collar","married","primary","no",404.597701149425,"yes","no",19,"may",97,9,-1,0,"no"
53,"technician","married","secondary","no",74.7126436781609,"no","no",25,"aug",41,2,-1,0,"no"
35,"blue-collar","married","secondary","no",2240.22988505747,"yes","no",2,"jun",200,3,-1,0,"no"
32,"admin.","single","secondary","no",849.425287356322,"yes","no",20,"nov",91,3,-1,0,"no"
48,"management","married","tertiary","no",1341.37931034483,"yes","yes",1,"jun",264,1,-1,0,"yes"
50,"admin.","married","secondary","no",265.51724137931,"yes","no",21,"nov",397,2,-1,0,"no"
40,"blue-collar","married","primary","no",1305.74712643678,"yes","no",21,"may",86,1,-1,0,"no"
42,"entrepreneur","married","tertiary","no",267.816091954023,"no","no",5,"feb",446,1,-1,0,"no"
59,"admin.","married","secondary","no",939.080459770115,"no","no",9,"apr",304,1,-1,0,"no"
27,"blue-collar","single","primary","no",1296.55172413793,"yes","no",30,"jun",88,4,-1,0,"no"
32,"management","single","tertiary","no",2104.59770114943,"yes","no",20,"apr",86,2,-1,0,"no"
35,"technician","single","secondary","no",517.241379310345,"yes","no",13,"may",63,1,-1,0,"no"
28,"services","married","secondary","no",0,"yes","no",5,"may",335,2,281,8,"no"
37,"management","divorced","secondary","no",475.862068965517,"no","no",29,"jan",293,2,162,4,"no"
57,"management","married","primary","no",1209.19540229885,"yes","no",13,"may",227,4,-1,0,"no"
42,"admin.","single","secondary","no",1174.71264367816,"yes","no",5,"may",146,2,-1,0,"no"
55,"admin.","married","primary","no",394.252873563218,"yes","no",14,"jul",276,3,-1,0,"no"
52,"management","married","tertiary","no",2234.48275862069,"yes","no",15,"apr",238,3,323,2,"no"
26,"blue-collar","single","secondary","no",-36.7816091954023,"yes","yes",31,"jul",14,6,-1,0,"no"
52,"technician","married","secondary","no",2047.12643678161,"yes","no",19,"may",144,2,-1,0,"no"
26,"management","single","tertiary","no",402.298850574713,"no","no",8,"jul",367,1,-1,0,"no"
33,"unemployed","married","secondary","no",2.29885057471264,"yes","no",16,"jul",132,1,-1,0,"no"
24,"blue-collar","single","primary","no",127.586206896552,"yes","yes",27,"may",42,4,-1,0,"no"
37,"management","divorced","tertiary","no",193.103448275862,"yes","no",5,"jun",227,1,-1,0,"no"
28,"technician","single","secondary","no",3.44827586206897,"no","no",18,"may",40,8,349,6,"no"
30,"technician","single","secondary","no",117.241379310345,"yes","no",7,"may",614,2,-1,0,"no"
33,"blue-collar","married","primary","no",0,"yes","no",15,"may",270,1,-1,0,"no"
55,"unknown","married","primary","no",182.758620689655,"no","no",4,"sep",15,1,-1,0,"no"
33,"blue-collar","married","secondary","no",1303.44827586207,"yes","no",23,"may",304,2,-1,0,"no"
42,"blue-collar","married","secondary","no",404.597701149425,"yes","no",11,"may",79,3,-1,0,"no"
37,"management","married","tertiary","no",994.252873563218,"yes","no",3,"jun",101,1,-1,0,"no"
59,"blue-collar","married","primary","no",205.747126436782,"yes","no",5,"may",55,3,-1,0,"no"
27,"blue-collar","single","secondary","no",5.74712643678161,"yes","no",19,"may",205,3,-1,0,"no"
23,"student","married","tertiary","yes",-264.367816091954,"yes","no",18,"may",259,2,-1,0,"no"
51,"management","divorced","tertiary","no",0,"no","no",13,"aug",60,2,-1,0,"no"
50,"blue-collar","married","primary","no",4510.34482758621,"yes","no",20,"apr",122,2,-1,0,"no"
43,"technician","married","secondary","no",878.16091954023,"yes","no",14,"jul",557,5,-1,0,"no"
37,"blue-collar","divorced","primary","no",587.35632183908,"yes","no",11,"may",42,1,-1,0,"no"
34,"management","single","tertiary","no",4997.70114942529,"yes","no",28,"aug",373,8,-1,0,"no"
41,"management","married","tertiary","no",3466.66666666667,"yes","no",14,"jul",80,3,-1,0,"no"
26,"student","single","secondary","no",320.689655172414,"no","no",7,"may",239,3,-1,0,"no"
49,"management","divorced","tertiary","no",1614.94252873563,"no","no",8,"jun",29,1,-1,0,"no"
29,"blue-collar","single","secondary","no",1043.67816091954,"yes","no",20,"jun",1663,1,-1,0,"yes"
30,"management","single","tertiary","no",186.206896551724,"yes","no",20,"may",186,4,-1,0,"no"
38,"services","divorced","secondary","no",910.344827586207,"no","no",6,"jun",430,1,-1,0,"no"
58,"management","married","secondary","no",127.586206896552,"no","no",24,"mar",58,2,-1,0,"no"
34,"student","single","unknown","no",1472.41379310345,"no","no",25,"aug",279,1,117,1,"no"
53,"services","divorced","unknown","no",1163.2183908046,"yes","no",28,"jul",332,2,-1,0,"no"
50,"management","married","tertiary","no",3311.49425287356,"no","no",5,"aug",510,2,2,5,"no"
30,"blue-collar","single","secondary","no",511.494252873563,"yes","no",16,"apr",218,1,330,2,"no"
40,"management","married","secondary","no",739.080459770115,"yes","no",17,"apr",74,2,256,1,"no"
57,"housemaid","single","secondary","no",291.954022988506,"no","no",8,"oct",676,1,-1,0,"no"
40,"management","married","tertiary","no",-1393.10344827586,"yes","no",15,"may",1259,2,333,18,"no"
41,"technician","married","secondary","no",2442.52873563218,"yes","yes",21,"nov",285,3,116,4,"no"
53,"technician","divorced","unknown","no",722.988505747126,"yes","no",8,"may",298,1,-1,0,"no"
48,"blue-collar","married","secondary","no",-232.183908045977,"yes","yes",30,"jul",225,4,-1,0,"no"
32,"technician","single","secondary","no",311.494252873563,"yes","no",13,"may",80,2,268,2,"no"
34,"management","married","tertiary","no",808.045977011494,"yes","no",14,"apr",342,1,-1,0,"yes"
46,"blue-collar","married","secondary","no",-248.275862068966,"yes","no",28,"jul",404,3,-1,0,"no"
45,"services","divorced","secondary","no",101.149425287356,"no","yes",7,"jul",332,1,-1,0,"no"
51,"admin.","single","tertiary","no",18.3908045977011,"yes","no",30,"jan",158,1,-1,0,"no"
31,"management","married","secondary","no",535.632183908046,"yes","no",14,"may",164,1,-1,0,"no"
47,"technician","married","secondary","no",-86.2068965517241,"yes","no",4,"feb",57,1,247,1,"no"
32,"blue-collar","married","secondary","no",524.137931034483,"no","no",12,"may",121,1,-1,0,"no"
41,"technician","married","secondary","no",88.5057471264368,"yes","no",7,"may",56,1,-1,0,"no"
37,"services","single","secondary","no",-280.459770114943,"no","no",3,"jul",178,1,-1,0,"no"
27,"blue-collar","single","primary","no",1389.65517241379,"no","no",29,"jan",283,1,-1,0,"no"
27,"services","married","secondary","no",66.6666666666667,"yes","no",7,"may",113,1,337,2,"no"
50,"management","married","secondary","yes",483.908045977012,"no","no",20,"nov",22,5,-1,0,"no"
31,"management","single","tertiary","no",128.735632183908,"yes","no",2,"feb",159,2,271,1,"no"
40,"self-employed","married","tertiary","no",15711.4942528736,"no","no",15,"oct",138,1,136,8,"no"
43,"management","married","tertiary","no",1642.52873563218,"yes","no",19,"nov",1015,1,198,2,"yes"
39,"technician","married","tertiary","no",912.64367816092,"no","no",2,"feb",182,1,-1,0,"no"
31,"entrepreneur","single","tertiary","no",2249.42528735632,"no","no",4,"feb",112,3,-1,0,"no"
48,"technician","married","secondary","no",521.83908045977,"yes","no",10,"jul",114,1,-1,0,"no"
32,"blue-collar","single","primary","no",1013.79310344828,"no","yes",29,"jul",80,8,-1,0,"no"
47,"unemployed","married","primary","no",193.103448275862,"yes","no",30,"jan",66,1,241,1,"no"
35,"management","single","tertiary","no",820.689655172414,"yes","no",26,"aug",135,22,-1,0,"no"
42,"management","single","tertiary","no",0,"no","no",7,"sep",99,1,-1,0,"no"
47,"blue-collar","married","secondary","no",2294.25287356322,"no","no",5,"jun",761,2,-1,0,"yes"
59,"retired","married","secondary","no",187.35632183908,"no","no",24,"jul",464,1,-1,0,"no"
38,"admin.","married","secondary","no",3666.66666666667,"yes","no",20,"jun",20,2,-1,0,"no"
50,"unemployed","married","secondary","no",2036.7816091954,"no","no",29,"jul",206,4,-1,0,"no"
27,"services","single","secondary","no",-173.563218390805,"no","no",8,"jul",283,2,-1,0,"no"
55,"housemaid","married","primary","no",18.3908045977011,"no","no",20,"jun",64,1,-1,0,"no"
39,"services","single","secondary","no",8121.83908045977,"yes","no",15,"may",667,3,357,3,"yes"
31,"technician","single","tertiary","no",521.83908045977,"no","no",4,"feb",73,3,-1,0,"no"
37,"entrepreneur","married","tertiary","no",5514.94252873563,"yes","no",20,"may",156,2,-1,0,"no"
28,"technician","single","secondary","yes",-342.528735632184,"yes","no",3,"jun",559,7,-1,0,"no"
42,"technician","married","secondary","no",504.597701149425,"no","no",20,"aug",143,2,-1,0,"no"
40,"services","divorced","secondary","no",2214.94252873563,"yes","no",15,"may",62,1,-1,0,"no"
59,"management","single","secondary","no",771.264367816092,"yes","yes",29,"jan",219,2,259,5,"no"
40,"services","single","secondary","no",74.7126436781609,"yes","no",15,"may",15,3,-1,0,"no"
43,"technician","married","secondary","no",-1071.26436781609,"yes","no",16,"apr",567,1,-1,0,"no"
38,"technician","single","secondary","no",5018.3908045977,"yes","no",29,"jul",188,2,-1,0,"no"
54,"retired","married","primary","no",0,"yes","no",11,"jul",159,2,-1,0,"no"
41,"blue-collar","married","secondary","no",5632.18390804598,"yes","no",31,"jul",121,2,-1,0,"no"
55,"housemaid","divorced","primary","no",1121.83908045977,"no","no",28,"jun",345,1,94,3,"yes"
33,"management","married","tertiary","no",170.114942528736,"no","no",20,"may",717,1,-1,0,"no"
46,"blue-collar","married","secondary","no",5.74712643678161,"no","no",18,"aug",71,3,-1,0,"no"
36,"management","married","secondary","no",-170.114942528736,"no","no",18,"nov",144,2,-1,0,"no"
48,"technician","divorced","tertiary","no",129.885057471264,"no","yes",22,"jul",38,1,-1,0,"no"
42,"management","married","secondary","no",-120.689655172414,"yes","no",28,"aug",60,2,-1,0,"no"
46,"management","divorced","tertiary","no",717.241379310345,"no","no",17,"sep",336,2,183,2,"yes"
49,"technician","married","secondary","yes",-1931.03448275862,"yes","yes",27,"jun",92,4,-1,0,"no"
36,"blue-collar","married","secondary","no",-529.885057471264,"no","no",11,"may",254,2,353,1,"no"
34,"technician","single","tertiary","no",165.51724137931,"yes","yes",14,"oct",104,1,85,19,"no"
51,"entrepreneur","divorced","tertiary","no",4.59770114942529,"yes","yes",20,"apr",74,5,-1,0,"no"
58,"blue-collar","married","primary","no",355.172413793103,"no","no",19,"aug",156,2,-1,0,"no"
48,"management","married","tertiary","no",995.402298850575,"no","no",29,"jan",146,2,-1,0,"no"
41,"admin.","single","secondary","no",1172.41379310345,"yes","no",19,"may",882,1,-1,0,"yes"
49,"self-employed","married","primary","no",562.068965517241,"yes","no",27,"may",84,4,-1,0,"no"
43,"management","married","primary","no",9387.35632183908,"yes","no",19,"may",114,2,-1,0,"no"
32,"blue-collar","single","secondary","no",-293.103448275862,"no","yes",2,"jul",957,3,-1,0,"no"
54,"retired","married","secondary","no",4219.54022988506,"no","no",11,"jun",67,3,-1,0,"no"
33,"blue-collar","divorced","primary","no",731.034482758621,"yes","no",9,"jul",211,11,-1,0,"no"
35,"technician","married","secondary","no",162.068965517241,"yes","no",19,"aug",299,2,-1,0,"no"
56,"technician","married","secondary","no",172.413793103448,"yes","yes",11,"may",102,6,349,1,"no"
57,"technician","married","secondary","no",964.367816091954,"no","yes",5,"may",225,1,-1,0,"no"
31,"housemaid","single","primary","no",30994.2528735632,"no","no",21,"apr",654,2,-1,0,"yes"
33,"technician","single","secondary","no",822.988505747126,"yes","no",14,"may",234,2,-1,0,"no"
29,"technician","single","tertiary","no",2856.32183908046,"no","no",24,"jul",48,6,-1,0,"no"
38,"management","single","tertiary","no",17275.8620689655,"yes","no",13,"may",167,1,174,7,"no"
37,"admin.","married","secondary","no",12991.9540229885,"no","no",26,"may",500,2,-1,0,"no"
33,"entrepreneur","married","tertiary","no",683.908045977012,"no","no",7,"aug",22,2,-1,0,"no"
30,"management","single","tertiary","no",22250.5747126437,"no","no",19,"nov",258,2,-1,0,"no"
31,"self-employed","single","secondary","no",233.333333333333,"no","yes",19,"nov",177,1,-1,0,"no"
28,"technician","single","tertiary","no",210.344827586207,"yes","yes",28,"may",62,2,-1,0,"no"
26,"admin.","single","secondary","no",293.103448275862,"no","no",30,"apr",457,1,80,1,"yes"
31,"technician","single","secondary","no",117.241379310345,"yes","no",17,"apr",460,2,345,2,"no"
50,"housemaid","divorced","primary","no",108.045977011494,"yes","no",22,"jul",184,4,-1,0,"no"
45,"entrepreneur","married","primary","no",66.6666666666667,"yes","no",13,"may",119,3,371,3,"no"
48,"management","married","primary","no",696.551724137931,"no","no",5,"mar",77,6,-1,0,"no"
41,"technician","married","secondary","no",0,"no","yes",23,"jul",107,1,-1,0,"no"
60,"technician","married","primary","no",74.7126436781609,"yes","no",9,"may",1028,2,-1,0,"yes"
41,"blue-collar","married","secondary","no",388.505747126437,"yes","no",14,"may",87,1,-1,0,"no"
43,"blue-collar","married","primary","no",870.114942528736,"yes","no",9,"may",315,4,-1,0,"no"
36,"management","married","tertiary","no",10654.0229885057,"yes","yes",19,"nov",107,2,-1,0,"no"
40,"blue-collar","married","primary","no",1386.20689655172,"no","yes",16,"jul",201,5,-1,0,"no"
28,"management","single","tertiary","no",1013.79310344828,"no","yes",29,"jan",94,1,205,2,"no"
27,"student","single","tertiary","no",6081.6091954023,"no","no",12,"nov",192,2,92,2,"yes"
49,"management","single","secondary","no",70.1149425287356,"yes","no",29,"jan",185,2,246,1,"no"
37,"technician","married","tertiary","no",0,"yes","no",17,"nov",77,1,-1,0,"no"
31,"blue-collar","married","secondary","no",1617.24137931034,"yes","no",6,"may",142,3,-1,0,"no"
31,"technician","single","secondary","yes",28.735632183908,"no","no",2,"feb",381,1,-1,0,"no"
31,"blue-collar","married","secondary","no",1556.32183908046,"yes","yes",17,"nov",222,2,-1,0,"no"
35,"blue-collar","married","primary","no",911.494252873563,"yes","no",17,"apr",106,1,-1,0,"no"
51,"blue-collar","divorced","unknown","no",11824.1379310345,"yes","no",29,"may",117,1,-1,0,"no"
33,"technician","single","secondary","no",6017.24137931035,"no","no",7,"aug",67,3,-1,0,"no"
30,"technician","single","tertiary","no",3.44827586206897,"yes","no",6,"may",45,2,169,2,"no"
58,"technician","single","secondary","no",470.114942528736,"no","yes",14,"jul",643,2,-1,0,"no"
34,"admin.","married","tertiary","no",40.2298850574713,"yes","no",15,"oct",76,1,69,2,"no"
45,"management","married","tertiary","no",-527.586206896552,"no","no",21,"aug",508,6,-1,0,"no"
28,"services","single","secondary","no",227.586206896552,"no","no",5,"jul",128,2,-1,0,"yes"
31,"blue-collar","married","primary","no",113.793103448276,"yes","no",17,"apr",193,2,322,1,"no"
40,"management","married","tertiary","no",68.9655172413793,"no","no",16,"jun",172,6,-1,0,"no"
30,"services","single","secondary","no",4005.74712643678,"no","no",2,"feb",142,2,-1,0,"no"
34,"entrepreneur","married","secondary","no",-159.770114942529,"yes","yes",27,"may",492,2,-1,0,"no"
40,"blue-collar","married","secondary","no",1094.25287356322,"no","yes",12,"jun",140,1,-1,0,"no"
59,"retired","married","primary","no",1640.22988505747,"no","no",18,"jun",140,2,-1,0,"no"
43,"technician","single","tertiary","no",1168.96551724138,"yes","no",19,"may",257,2,-1,0,"no"
41,"management","married","tertiary","no",-33.3333333333333,"no","no",29,"jan",41,2,266,2,"no"
33,"technician","divorced","secondary","no",10.3448275862069,"no","no",21,"aug",91,2,-1,0,"no"
33,"management","married","secondary","no",4643.67816091954,"yes","no",20,"apr",132,2,-1,0,"no"
36,"blue-collar","married","secondary","no",14.9425287356322,"no","no",3,"jun",284,1,-1,0,"no"
32,"self-employed","single","secondary","no",1447.12643678161,"no","no",25,"jul",184,2,-1,0,"no"
25,"admin.","married","secondary","no",20.6896551724138,"yes","no",18,"jul",225,1,-1,0,"no"
25,"blue-collar","married","secondary","no",-87.3563218390805,"yes","no",12,"may",241,3,-1,0,"no"
38,"technician","single","tertiary","no",254.022988505747,"no","no",20,"aug",79,3,-1,0,"no"
34,"management","married","tertiary","no",156.32183908046,"yes","no",22,"apr",156,1,-1,0,"no"
67,"blue-collar","married","secondary","no",18796.5517241379,"no","no",27,"oct",223,2,-1,0,"no"
32,"blue-collar","married","secondary","no",-72.4137931034483,"yes","no",30,"may",198,1,-1,0,"no"
45,"housemaid","married","primary","no",8451.72413793103,"no","no",13,"aug",536,2,-1,0,"no"
33,"blue-collar","married","primary","no",587.35632183908,"yes","no",21,"may",304,2,-1,0,"no"
38,"admin.","married","primary","no",4497.70114942529,"yes","no",20,"apr",196,2,315,2,"no"
32,"technician","divorced","secondary","no",1260.91954022989,"yes","no",12,"may",298,2,-1,0,"no"
54,"retired","divorced","tertiary","no",7013.79310344828,"yes","yes",21,"may",86,6,-1,0,"no"
51,"admin.","divorced","secondary","no",390.804597701149,"yes","no",8,"may",186,1,-1,0,"no"
42,"blue-collar","married","primary","no",-136.781609195402,"yes","no",22,"jul",167,3,-1,0,"no"
41,"admin.","married","secondary","no",3440.22988505747,"yes","no",22,"jul",24,12,-1,0,"no"
39,"management","divorced","tertiary","no",4109.19540229885,"no","yes",18,"aug",74,3,-1,0,"no"
38,"blue-collar","married","secondary","no",414.942528735632,"yes","no",11,"jun",601,1,-1,0,"no"
39,"management","married","secondary","no",1232.18390804598,"yes","no",27,"may",1168,2,-1,0,"no"
46,"blue-collar","married","primary","no",3337.93103448276,"no","no",20,"apr",277,2,-1,0,"no"
50,"entrepreneur","divorced","tertiary","no",2057.47126436782,"no","yes",6,"feb",748,3,-1,0,"no"
33,"blue-collar","married","secondary","no",98.8505747126437,"yes","no",19,"may",364,1,-1,0,"no"
37,"technician","married","secondary","no",1877.01149425287,"yes","no",19,"may",229,3,-1,0,"no"
31,"management","married","tertiary","no",9554.02298850575,"no","no",29,"aug",43,13,-1,0,"no"
34,"blue-collar","divorced","unknown","no",197.701149425287,"no","no",15,"jun",177,1,-1,0,"yes"
34,"management","married","tertiary","no",0,"yes","no",7,"aug",262,1,99,2,"yes"
36,"management","married","tertiary","no",255.172413793103,"yes","no",6,"may",317,1,169,2,"no"
40,"technician","married","secondary","no",125.287356321839,"no","no",20,"jun",402,22,-1,0,"no"
40,"blue-collar","married","secondary","no",1667.81609195402,"no","no",1,"jun",314,1,-1,0,"yes"
